title,body,impact,urgency,priority
Quieter Works Form - Error upon notification,"After submitting an application, the notification not show in NEA ePortal Notification list

!image-2019-03-19-16-32-40-886.png!",3,3,3
Quieter Works Form - Exemption Request Period field doesn't show error messages,"Both Exemption Request Period start and end, will show error message if user filled the fields with wrong date. Exemption Request Period (Start) should be filled with at least one month from submission date and Exemption Request Period (End) should be filled with maximum 6 months from submission date. 

!image-2019-02-20-10-56-16-275.png!",2,3,3
Quieter Works on Specific Sundays or PH Contact Info,"Please hide the designation when the person-in-charge option is ""No""

This info can be found on page 2 of the form

!image-2019-03-04-20-10-52-368.png!",3,3,3
RE: FW: Unable to view Building Plan Consultation Request Application,"*Reporter:* Wei Ting

*Details:*

User reported unable to download the files again on 25 Oct 2019. Xtremax checked that the prod SFTP account got locked out again.

!image-2019-10-25-20-31-36-571.png! ..",3,3,3
Re-captcha is not appearing,"Hi,

re-captcha should be appeared after giving six stars and put ""testing"" as the comment on the Rate This Site page, however, there is no re-captcha appeared, only protect by reCaptcha icon appears.

 

Thank you.",2,3,3
Re: FW: Unable to view Building Plan Consultation Request Application,"Hi Annabelle

 

We received 3 consultations through eportal yesterday.

  !image-2019-10-22-17-44-38-435.png|thumbnail! 



 

For submission APP-BPCOR-20191021-34054, we did not receive the notification but able to open the attachment in the submission. For submission APP-BPCOR-20191021-34278, we received the notification but unable to open the attachment. Please assist. Thanks.

 

Error after clicking attachment:

 !image-2019-10-22-17-44-46-912.png|thumbnail! 

 

Regards,",3,3,3
Read More Function on Announcement,"I tried to create a very long content for this announcement but on the internet page, it shows only 1/3 of the created content. I thought we will have ""read more"" function for the user to see the full content

!image-2019-01-11-13-51-02-181.png!",3,3,3
"Recent Login ""View All"" Function Logic is Not Correct","The list of the user on the dashboard and inside the listing is different. When user click ""view all"" it should redirect the user to user list that already sorted by the last login time

!image-2019-04-10-22-19-43-895.png!",3,3,3
Red Highlight Wont Disappear in service category creation,"The red highlight wont disappear even I already insert the correct item. No error message.

!image-2019-01-07-16-41-51-921.png!",3,3,3
Redirect to homepage instead of Personal Info page after successful SingPass login,"CBPD: Building Plan Consultation Request (Test case 1 Step 2a)

System redirect to homepage instead of Personal Info page after successful SingPass login. This is not the expected behaviour.

 

!image-2019-01-30-19-18-04-244.png!

 

 ",3,3,3
Redirected to wrong page,Clicking on 'Healthcheck' leads to a sample dummy form page. Please check,3,3,3
Redirection Should Bring the User to The Top of the Page,-,3,3,3
Redirection to Active NEA User and Active Custom Account,You need to provide the filter for dashboard to redirect user to the active NEA user and active custom account,3,3,3
"Reject, Approve and Reroute buttons not working",See attached screenshot.,1,1,1
Reminder for Internet User Never Received when The Appointment is Created at the same day as the Reminder Config,-,3,3,3
Removal of Urn and Surrender of Lease - ePortal Internet - Proof of Authorisation,"Removal of Urn and Surrender of Lease - ePortal Internet - Proof of Authorisation

When selected No for LOA, not able to attach file",1,1,1
Removal of Urn and Surrender of Lease - ePortal Internet - Proof of Authorisation,"Removal of Urn and Surrender of Lease - ePortal Internet - Proof of Authorisation
 When selected Yes for LOA, why still prompt for uploading of LOA and Applicant NRIC etc.

Also cannot upload LOA and Appliant NRIC etc.",1,1,1
Removal of Urn and Surrender of Lease - ePortal Internet - Save as draft,Removal of Urn and Surrender of Lease - ePortal Internet - Save as draft not working,2,2,2
Removal of Urn: Cannot click next,-,1,1,1
Remove Intranet user Menu,"Please remove this

!image-2019-01-29-17-42-38-525.png!",3,3,3
Remove This Message After Login on Internet,"Can we remove this message after login?

!image-2019-01-14-18-16-01-234.png!",3,3,3
Remove constraint and handling of records that are soft deleted,!image-2019-01-24-16-21-19-061.png!,1,1,1
Remove login link at the top right of the homepage,"Please remove the login at the top right, as we have too many login CTAs on the homepage lol

!image-2019-07-05-14-01-05-866.png!",3,3,3
Remove numeric validation for application service name,"There is a service name with numeric value (e.g. Application to Retain Corpse for a Period Exceeding 7 Days)

 

!https://lh3.googleusercontent.com/-ig9e2X2L09o/XEl0ZOHmH-I/AAAAAAAAGO8/o4enyLJqzi4sE519PXbmyDwK7LW90abIQCL0BGAYYCw/h101/2019-01-24.png!",3,3,3
"Remove the ""for Intranet"" word",!image-2019-07-11-19-42-53-099.png!,3,3,3
Remove the Error Message after Clicking on the back button,-,3,3,3
Remove the Tooltip and Increase the Charaacter limit to 100,"Please help remove the tooltip since now we already can use special characters on the name, also please help increase the character limit for name to 100

!image-2019-03-19-22-58-13-409.png!",3,3,3
Remove the Weird Code Type from Intranet Detail Page,"Service: Written Permission to Exhume Corpse(s)

 

Please remove this information (circled in red) on eApplication detail page since it's not expected

!image-2019-08-08-17-13-29-391.png!",3,3,3
Rename Service and Form Title of Permit to erect a Tombsone,"Please change the service name to the following ""Application for Permit to Erect a Tombstone/Monument""

!image-2019-03-19-23-03-02-340.png!

!image-2019-03-19-23-04-19-185.png!",3,3,3
Rename the Service Name and Form Title of Add Update next of kin,"Please help rename the service and form into ""Add/Update of Next-of-Kin or Original Applicant Particulars""

!image-2019-03-19-23-18-05-057.png!

!image-2019-03-19-23-19-45-456.png!",3,3,3
Rename the Service Name and Form Title of Addition of Cremated Remains,"Please rename the service name also the form name into ""Application for Addition of Cremated Remains to Niche/Grave""

!image-2019-03-19-23-07-08-449.png!",3,3,3
Rename the Service Name and Form Title of Prayer Activity,"Please help rename the form into ""Request for Prayer Activity - Choa Chu Kang Chinese Cemetery""

!image-2019-03-19-23-15-47-300.png!

!image-2019-03-19-23-16-28-382.png!",3,3,3
Rename the Service Name and Form Title of Quieter Work Form,"Please help rename the service and forms into ""Permit to Carry Out Quieter Construction Work on Sundays and Public Holidays""

!image-2019-03-19-23-25-36-544.png!

!image-2019-03-19-23-26-27-096.png!",3,3,3
Rename the Service Name and Form Title of surrender of lease of niche,"Please help rename the form and service into ""Application for Removal of Urn(s) and Surrender Niche Lease""

!image-2019-03-19-23-22-01-854.png!

!image-2019-03-19-23-27-43-807.png!",3,3,3
Repeatable Breadcrumb,"I think we do not need the user list on breadcrumb

!image-2019-01-16-12-32-42-166.png!",3,3,3
"Report ""Email Usage Statistic"" Wrong Definition","The Total Email should be the number of email subject sent
The Total Recipient should be the number of users that receive the email.

 

For example, if I sent an email to Binxian, Chris, and Eldwin. The total email should be 1 and total recipient should be three.",1,1,1
Report Generator Not Working,"Error found on report module, maybe due to changes on the other module code

!image-2019-01-07-12-45-24-222.png|thumbnail!",1,1,1
Report Type Typo,See attached screenshot.,3,3,3
Report under Report Module Are Not Working,"Here is the list of the report:

1. Audit trail
2. Email usage statistic for <month> <year>
3. List of ePayment Transactions
4. List of eApplication Transaction
5. List of User with Unsuccessful Login Attempts
6. Most popular service
7. Number of Notification
8. Service Status Count Monthly
9. Sms usage statistic for <month> <year>",1,1,1
Request for Loan of Exhibits Form is missing,"Upon selecting 'Request for Loan of Exhibits' form, it was directed to Incineration Plant (Non Resident) booking form.

When I tried to hit the URL directly, it leads to 404. 

[https://www.eportal-stg.nea.gov.sg/app/#/applications/create/request-for-loan-of-exhibits]",1,1,1
Request for hold prayer form - Cannot resubmit application,"After application rerouted by officer, the application cannot be resubmitted as seen on attachment.  

 ",1,1,1
Request of Loan of Exhibit (Part 1),"Loan of Exhibit
 There is a Service Fee for this Request, Service Fee should not be N.A
 Please refer to the latest FormSG built for this request:
 [https://www.form.gov.sg/#!/5a9e34a0b3a3b6006e6d44d3]

Why is 3P service under Building Plan?",3,3,3
Request to Hold Prayer Activities service in ePortal Internet,"Request to Hold Prayer Activities service in ePortal Internet

Static Content missing

When click 'Apply' error page",1,1,1
Resize the Action Column and the View Icon for Transaction on ePayment,!image-2019-04-03-18-05-21-987.png!,3,3,3
Resize the Quicklink to be Smaller,"Please resize the Icon and the font, make it less than 1/4 of the browser window and one line

!image-2019-01-29-17-56-01-628.png!",3,3,3
Resize the font for the Number,"Please resize the number size so it wont cover the ""Pending Application Resubmission""

!image-2019-01-24-17-12-29-209.png!",3,3,3
Retain Corpse for Period Exceeding 7 Days Wrong Format and Logic,"Please change the disabling style to our default style ""Grey out the box""

Also, no of Days suddenly -1

The burial date should be after the collection date

!image-2019-03-14-17-48-46-259.png!",3,3,3
Revert Back the Form URL to Dropdown on eApplication Service,"Please change back the form URL to the first version that use dropdown

!image-2019-03-11-12-01-17-875.png!",2,2,2
Role List is not under System Administration,Test script instruction to click Role List under System Administration.,3,3,3
Role listing not in Ascending Order,See attached screenshot.,3,3,3
Salutation LOV missing,"There should be Mr, Ms, Mdm etc hre

!image-2019-01-09-19-30-27-168.png!",3,3,3
Same report appear at page 1 and page 2 of report listing,See attached screenshots.,3,3,3
Save as Draft,"After select Save as Draft, should be redirect to My Application page - Draft, and sort by Newest

 

!image-2019-01-23-12-08-52-682.png!",3,3,3
Save as Draft not Working,"It looks like the save as draft function still do the ""empty"" validation. It means to save as draft, minimally I need to fill all of the field first, meanwhile the goal of save as draft function is to help the user when they want to postpone the creation

!image-2019-04-25-20-53-43-116.png!",3,3,3
Scope Item Console Error,!image-2019-01-08-19-12-49-063.png!,3,3,3
Scope Item Listing is not in ascending order,See attached screenshot.,3,3,3
Scope Item Listing keep loading,See attached screenshot.,2,2,2
